"mrun","female","priority","high_performance"
24410830,1,0,0
24420258,1,0,0
24425206,1,0,0
24432978,0,0,0
24449039,0,1,0
24451650,1,1,0
24451731,1,1,0
24455001,1,0,1
24459880,1,1,1
24467747,0,0,0
24494037,1,1,1
24530326,1,1,1
24533214,0,1,0
24534530,1,1,1
24550751,1,1,0
24551764,1,1,1
24575625,1,0,0
24601463,1,1,1
24619516,1,0,0
24623711,0,1,0
24642419,1,1,0
24646888,1,1,0
24649031,1,0,0
24654846,1,1,0
24661438,1,0,0
24688365,1,1,0
24693959,0,0,0
24701316,1,0,0
24703288,0,1,0
24708173,1,1,0
24724690,1,1,0
24742356,0,0,0
24759225,1,1,0
24762996,1,0,0
24773418,0,0,0
24821228,1,1,0
24823130,1,0,1
24855214,1,1,1
24860983,0,0,0
24865202,1,0,0
24867503,0,0,0
24871111,0,0,0
24927270,0,0,0
24952741,1,1,0
24953904,1,0,0
24955638,1,1,0
24966749,1,1,0
24981802,1,1,0
24984095,0,1,0
25133438,1,0,0
25133669,0,0,0
25148828,1,1,0
25153222,1,1,0
25153262,1,1,0
25155450,1,0,0
25158517,1,0,0
25160034,1,0,0
25160721,1,1,0
25161817,1,1,0
25162395,1,1,0
25166272,1,1,0
25166692,1,1,0
25167948,0,1,0
25168107,0,0,0
25168201,1,0,0
25169083,0,1,0
25169116,0,0,0
25171157,1,1,0
25171453,1,0,0
25173135,0,0,1
25173454,0,1,0
25173808,1,0,0
25174736,0,0,0
25176024,1,1,1
25179880,1,0,0
25180521,0,0,0
25181879,1,0,0
25182141,1,1,0
25183455,0,1,1
25184150,0,1,0
25184629,0,0,0
25184985,0,1,0
25187361,0,0,0
25190119,0,0,1
25190321,1,0,0
25190390,0,1,0
25190778,0,0,0
25192986,0,0,0
25195912,1,1,0
25196540,0,0,0
25200357,0,0,0
25201644,0,0,0
25201999,0,1,0
25202268,0,0,0
25203300,1,1,0
25204305,1,0,0
25204343,0,0,0
25206950,1,0,0
25207877,0,1,0
25211388,1,0,0
25213755,0,1,0
25218700,0,1,0
25223483,0,1,0
25228218,1,1,0
25231820,1,1,1
25232125,1,0,0
25235266,0,1,1
25236935,1,1,0
25240222,0,0,0
25243597,0,0,0
25247403,0,1,0
25247863,0,0,1
25248264,0,0,0
25249589,1,0,1
25255083,1,0,0
25258058,1,1,0
25262196,0,0,0
25266240,1,0,0
25270566,0,1,1
25274600,1,0,0
25275927,0,0,0
25276803,0,0,0
25279968,1,1,0
25281633,0,0,0
25287930,0,0,0
25288831,1,0,0
25291029,0,0,0
25292742,1,0,0
25293143,0,1,0
25299183,0,0,0
25303210,0,0,0
25304066,0,0,0
25305511,0,1,0
25308315,0,1,0
25311455,1,0,0
25315214,0,0,0
25317217,1,0,0
25318267,1,0,0
25319305,1,1,0
25322832,0,0,1
25323715,1,1,0
25324351,0,1,0
25325116,0,0,0
25333190,1,1,0
25334981,0,1,1
25337575,1,0,0
25339980,1,1,0
25347881,0,0,0
25351780,0,0,0
25352824,0,0,0
25352925,1,1,0
25353042,1,1,0
25353883,0,0,0
25357365,0,1,0
25358345,0,0,0
25362031,0,0,0
25362265,1,1,1
25366097,1,1,0
25366960,1,0,0
25367921,0,1,0
25372384,1,0,0
25375450,0,0,0
25377567,0,0,0
25377620,1,1,0
25378083,1,0,1
25380140,1,1,0
25386695,0,0,0
25387976,0,1,0
25390446,1,0,0
25396069,0,1,0
25396184,0,1,0
25396692,1,0,0
25398639,1,1,0
25399156,1,0,0
25403667,1,1,0
25413740,1,1,0
25418392,0,0,0
25421942,1,1,0
25424603,0,1,0
25425440,1,0,0
25429792,1,0,0
25430369,0,1,0
25432404,1,0,0
25435577,0,0,0
25441515,0,0,0
25443988,1,1,0
25444129,0,1,0
25444429,0,1,0
25447503,1,0,0
25453937,1,1,0
25454250,1,1,1
25457143,0,0,1
25464872,1,1,1
25467293,0,0,0
25468292,0,0,0
25468832,0,1,0
25469285,1,1,0
25469655,1,0,0
25470313,1,0,0
25470570,1,0,0
25475193,1,1,0
25475370,0,0,0
25475612,0,0,0
25477222,0,0,0
25478005,0,0,1
25478660,0,0,0
25479784,1,0,1
25482159,0,0,0
25483033,0,0,0
25483702,0,0,0
25501716,0,0,0
25503562,0,1,0
25512700,1,1,0
25512765,1,0,0
25516480,0,0,0
25517807,1,0,0
25518619,1,1,0
25525852,1,1,1
25527346,1,1,0
25527687,0,0,0
25527861,0,1,0
25527964,0,0,0
25528359,1,0,0
25528667,0,0,0
25529678,1,0,0
25529765,1,0,0
25530014,0,0,0
25530953,0,0,0
25531150,0,0,0
25531738,1,1,0
25531777,0,0,0
25532103,1,1,0
25532842,1,0,0
25532950,0,0,0
25533268,1,0,0
25533654,0,0,0
25533698,0,1,0
25534116,0,1,0
25535564,0,0,0
25536522,0,0,0
25537573,1,1,0
25538296,1,1,1
25538605,0,1,0
25538909,1,1,0
25539367,0,0,0
25539668,1,0,0
25539827,1,1,0
25540641,1,1,0
25540652,0,0,0
25541054,1,0,0
25542332,1,1,0
25543265,1,1,0
25543682,0,1,0
25543767,1,0,1
25544017,0,0,0
25544131,0,0,0
25544254,0,1,0
25545599,1,0,0
25547790,1,1,0
25548030,1,0,0
25549385,1,0,0
25549614,1,1,0
25549899,0,1,0
25555431,0,1,0
25559609,1,1,0
25562226,0,0,0
25562931,0,0,1
25563433,0,0,0
25563743,0,0,0
25563912,0,0,0
25564045,0,0,0
25564459,1,1,0
25565319,1,1,0
25566006,0,0,0
25567217,0,1,0
25567224,1,0,0
25567234,1,0,0
25567342,1,1,0
25567494,1,1,0
25567556,1,1,0
25567852,1,0,0
25568595,0,1,0
25570546,0,1,0
25570800,0,1,0
25571231,0,1,0
25573037,1,0,0
25573255,0,1,0
25576278,0,0,0
25577071,1,0,1
25577147,1,0,0
25578614,0,1,1
25581031,0,0,0
25582844,0,0,0
25583134,0,1,0
25583694,1,1,0
25584236,0,1,0
25585451,1,0,0
25587052,0,0,0
25587091,0,1,0
25587188,0,0,0
25588093,0,0,0
25589074,0,1,0
25589427,0,0,0
25590182,1,1,0
25590848,0,0,0
25595832,0,1,0
25604800,0,0,1
25628565,1,0,1
25642379,0,0,1
25646315,1,0,0
25646663,0,1,0
25649216,0,0,0
25649953,1,1,0
25650164,1,0,0
25650243,0,1,0
25650417,1,0,0
25650545,0,0,0
25650707,1,0,0
25651627,1,1,0
25652043,1,1,0
25652276,0,1,0
25652935,0,0,0
25653134,0,1,0
25653994,1,1,0
25654143,1,1,0
25655928,1,1,0
25656058,0,0,0
25656247,1,0,0
25656510,0,0,0
25658231,0,1,0
25658980,0,1,0
25660026,0,0,0
25660529,0,1,0
25662542,0,0,0
25662571,1,1,0
25662605,1,1,0
25662689,1,0,0
25662777,1,1,0
25663306,0,0,0
25663729,1,0,0
25663761,0,0,0
25665182,1,1,0
25666446,0,0,0
25666505,0,1,0
25666802,1,0,0
25668929,0,1,0
25669230,0,0,0
25669874,0,0,0
25669937,0,0,0
25670673,0,0,0
25670791,0,0,0
25671704,1,1,0
25672025,0,1,0
25672201,0,1,0
25673386,0,1,0
25673691,0,1,0
25673953,1,1,0
25674226,0,1,0
25674651,1,1,0
25674675,0,1,0
25675146,0,0,0
25675424,1,1,0
25675749,1,1,0
25676013,0,1,0
25676553,1,1,0
25677100,0,0,0
25678731,0,1,0
25678758,0,0,0
25679057,1,0,0
25679317,1,0,0
25680559,1,0,0
25681258,0,0,0
25682098,1,1,0
25682431,0,0,0
25683884,0,1,0
25684229,0,0,0
25684256,0,1,0
25684981,1,1,0
25685015,1,1,0
25685249,0,1,0
25686980,1,1,0
25688175,0,0,0
25688321,0,1,0
25688327,0,1,0
25688634,0,1,0
25688798,1,1,0
25689025,0,1,0
25689415,1,0,0
25690663,1,0,0
25690698,1,1,0
25690757,0,0,0
25691365,1,0,0
25692213,0,0,0
25692737,0,1,0
25693351,0,1,0
25693537,0,1,0
25695526,0,1,0
25695716,0,0,0
25695953,0,1,0
25696182,1,1,0
25696984,0,1,0
25697085,0,1,0
25697120,1,1,0
25697312,1,0,0
25697469,0,0,0
25697672,1,0,0
25698744,0,0,0
25698753,0,1,0
25699177,0,1,0
25709162,0,0,0
25709576,0,0,0
25709648,0,1,0
25709653,1,0,0
25710137,1,0,1
25714382,0,1,0
25714514,1,1,0
25715023,0,1,0
25716273,0,0,0
25716289,0,0,0
25716402,1,1,0
25716667,0,1,0
25716769,1,1,0
25717088,0,1,0
25717105,0,0,0
25717223,0,1,0
25717697,0,0,0
25717893,1,0,0
25717984,0,1,0
25718024,0,0,0
25719898,1,1,0
25720086,1,0,0
25720177,1,1,0
25720770,1,0,0
25721881,0,0,0
25721933,0,1,0
25722069,0,1,0
25722134,0,1,0
25722146,0,1,0
25722712,0,0,0
25723106,1,1,0
25723389,1,1,0
25723568,0,0,0
25723627,1,0,0
25725311,1,1,0
25725388,1,1,0
25726035,0,0,0
25726369,1,1,0
25727052,1,0,0
25727150,0,1,0
25728269,1,0,0
25728393,0,0,0
25729376,0,1,0
25729401,0,1,0
25729426,0,1,0
25729587,0,0,0
25729733,0,1,0
25730498,1,1,0
25731703,1,0,0
25731900,0,1,0
25732062,0,1,0
25738716,1,1,0
25754771,0,0,1
25758442,1,0,1
25759604,1,0,0
25766209,0,0,0
25767394,1,0,1
25770023,1,0,0
25770728,0,1,0
25770892,1,1,0
25770904,0,1,0
25771668,1,1,0
25771991,1,1,0
25772376,1,1,0
25773481,0,1,0
25774228,0,0,0
25775341,1,0,0
25775385,1,0,0
25775671,0,0,0
25775857,0,1,0
25776313,0,0,0
25777331,0,0,0
25777745,0,0,0
25777749,0,0,0
25777780,1,0,0
25778436,1,1,0
25778756,1,1,0
25778993,0,0,0
25779143,1,0,0
25779548,0,1,0
25780123,0,0,0
25780990,0,0,0
25800272,0,0,1
25803109,1,0,1
25806413,1,0,0
25810619,1,0,0
25820890,1,0,0
25825987,0,0,0
25826619,1,0,0
25830193,0,0,0
25834714,0,0,0
25836187,1,0,0
25840702,1,1,0
25841724,0,0,1
25844592,1,1,1
25852744,0,0,0
25855564,1,0,0
25855615,0,0,0
25856721,1,1,0
25876669,1,1,0
25877211,1,1,0
25877552,0,1,0
25877726,1,1,0
25877899,1,0,0
25878129,1,0,0
25878566,0,0,1
25878743,0,1,0
25878892,1,1,0
25879812,0,1,0
25880817,1,1,0
25880980,1,1,0
25881031,0,1,0
25881583,1,1,0
25881699,0,0,0
25882097,0,1,0
25882514,1,0,0
25882578,0,0,0
25883054,0,0,0
25883615,1,0,0
25884505,0,0,0
25884968,0,0,0
25885201,1,1,0
25885774,0,1,0
25885925,0,1,0
25886628,1,0,0
25886842,1,0,0
25887169,0,1,0
25887501,0,1,0
25887632,1,1,0
25888469,0,0,0
25888736,1,0,0
25888773,0,0,0
25889027,0,1,0
25889235,0,0,0
25889287,0,1,0
25889331,0,1,0
25889333,0,0,0
25890668,1,0,0
25891583,0,0,0
25893606,1,0,0
25893764,0,0,0
25894200,1,1,0
25894606,0,0,0
25894811,0,0,0
25895500,0,0,0
25896664,1,1,0
25897258,0,0,0
25897575,0,0,0
25899003,1,0,0
25899314,1,0,0
25899689,0,1,0
25900787,1,0,0
25900914,1,0,0
25902105,0,0,0
25902837,0,0,0
25903167,0,1,0
25903261,1,0,0
25903300,0,0,0
25903942,1,0,0
25904193,0,1,0
25904958,1,1,0
25906452,0,1,0
25906480,0,0,0
25908431,0,0,0
25908569,1,0,0
25908756,1,0,0
25909163,1,1,0
25909391,0,0,0
25909460,0,0,0
25909840,0,0,0
25910460,0,0,0
25910875,1,0,0
25911052,1,1,0
25911238,1,1,0
25912932,0,0,0
25914454,0,1,0
25916977,1,0,0
25917980,0,1,0
25919140,1,0,0
25919319,0,1,0
25919426,0,0,0
25919654,1,1,0
25919821,1,0,0
25920715,0,1,0
25921126,0,0,0
25922132,1,0,0
25922549,0,0,0
25922870,1,0,0
25922875,0,1,0
25922980,1,1,0
25923452,1,1,0
25924356,1,0,0
25925125,1,0,0
25925991,0,1,0
25926893,1,1,0
25927096,1,0,0
25927304,0,1,0
25927584,1,0,0
25929004,0,1,0
25929015,0,1,0
25929380,1,0,0
25930231,1,0,0
25930250,1,1,0
25930776,0,1,0
25931480,0,0,0
25932117,1,0,0
25934336,1,1,0
25934574,1,0,0
25934679,1,1,0
25935315,0,1,0
25935473,0,0,0
25935730,0,0,0
25936849,0,1,0
25937128,0,1,0
25937381,0,0,0
25937541,1,0,0
25937915,0,0,0
25938127,1,0,0
25938323,1,1,0
25938325,0,1,0
25939318,0,1,0
25941501,1,1,0
25941917,1,0,0
25942207,1,0,0
25942431,1,0,0
25942539,0,0,0
25943488,0,0,0
25944544,0,0,0
25944877,0,1,0
25945016,1,1,0
25946159,0,0,0
25946238,1,1,0
25947651,0,0,0
25947854,1,0,0
25947891,1,0,0
25949114,1,0,0
25949162,0,1,0
25949901,1,1,0
25950070,0,1,0
25950186,1,1,0
25951260,0,1,0
25952256,0,1,0
25952386,0,1,0
25952417,1,1,0
25952995,0,1,0
25953011,0,0,0
25953268,1,1,0
25954727,0,1,0
25954864,0,0,0
25954895,0,1,0
25954980,1,1,0
25956148,0,1,0
25956388,1,0,0
25956793,1,1,0
25957024,0,0,0
25957412,0,1,0
25957546,0,1,0
25958062,1,0,0
25958454,1,0,0
25958740,1,1,0
25959103,1,0,0
25959370,0,1,0
25959439,1,1,0
25959579,0,0,0
25960359,0,1,0
25971493,0,0,0
25976296,0,0,1
26001776,1,1,1
26002635,1,1,0
26011273,0,0,0
26016646,1,1,0
26019141,0,0,0
26024688,0,0,0
26028750,1,1,0
26029883,1,1,0
26032140,0,0,0
26032215,0,1,0
26032403,1,1,0
26032422,1,0,0
26032911,1,0,0
26033585,0,0,0
26033872,1,1,0
26033910,1,1,0
26034216,1,0,0
26034682,1,1,0
26035038,0,0,0
26035196,0,0,0
26035417,0,0,0
26036381,0,1,0
26036616,0,0,0
26036961,0,0,0
26037549,0,0,0
26037556,0,1,0
26037612,0,0,0
26037809,0,1,0
26038012,1,0,0
26038498,1,1,0
26038573,1,0,0
26038914,1,1,0
26039190,0,1,0
26039643,0,0,0
26041219,0,1,0
26042011,0,0,0
26042035,1,1,0
26042169,0,0,0
26042247,1,0,0
26042698,0,1,0
26042706,1,1,0
26042790,1,0,0
26042813,0,1,0
26043234,0,1,0
26043467,0,1,0
26043520,0,1,0
26043901,0,1,0
26043946,0,0,0
26044093,1,1,0
26045128,1,0,0
26045615,0,1,0
26045756,0,1,0
26045869,1,0,0
26045915,0,0,0
26046696,0,0,0
26046989,0,1,0
26048394,1,0,0
26051002,0,0,0
26051780,1,0,1
26055411,1,0,0
26055570,0,1,0
26055591,0,0,0
26057526,1,0,0
26058412,0,1,0
26058987,0,1,0
26061482,1,1,0
26062313,1,0,0
26063368,0,1,0
26063892,0,0,0
26064073,0,0,0
26065172,1,0,0
26067064,1,0,0
26069450,0,0,0
26071654,1,0,0
26072765,1,0,0
26073861,0,0,0
26074288,1,0,1
26076202,1,1,0
26077754,0,0,0
26078205,0,0,0
26079509,1,1,0
26080783,0,0,0
26085493,0,1,0
26086333,0,1,0
26086408,1,1,0
26086535,1,0,0
26086942,1,1,0
26087077,1,1,0
26087607,0,0,0
26088471,0,0,0
26088499,0,0,0
26088728,0,1,0
26089029,0,0,0
26089476,1,1,0
26089747,0,1,0
26090472,0,1,0
26090544,0,1,0
26090620,0,0,0
26091619,0,0,0
26091733,1,0,0
26091785,0,1,0
26092330,1,1,0
26092667,0,0,0
26093097,1,0,0
26093180,1,1,0
26093629,0,1,0
26093770,1,0,0
26094079,0,0,0
26094220,1,1,0
26094438,1,0,0
26095163,0,1,0
26095239,1,1,0
26107534,0,0,0
26110135,0,1,0
26110197,0,0,0
26110439,1,0,0
26113075,0,0,1
26114320,0,1,0
26119521,0,0,0
26119961,0,0,0
26120073,0,0,0
26121892,0,1,0
26124252,0,1,0
26124988,0,0,0
26126129,1,1,0
26127672,0,1,0
26127887,0,0,0
26128407,1,0,0
26129526,0,0,0
26131469,0,0,0
26131640,0,1,0
26131817,0,0,0
26135835,1,1,0
26135851,0,0,0
26137055,0,0,0
26140829,0,0,0
26141171,0,0,0
26141863,1,0,0
26142087,0,1,0
26142412,1,1,0
26143298,0,0,0
26144052,1,1,0
26147446,0,1,0
26150815,0,0,0
26152098,0,0,0
26153059,1,1,0
26154571,1,1,0
26156992,0,0,0
26161776,0,0,0
26166729,1,1,0
26167133,0,1,0
26167238,1,1,0
26167447,0,1,0
26168087,0,1,0
26168166,1,1,0
26168190,1,1,0
26168216,0,1,0
26168365,0,0,0
26168880,0,0,0
26169037,1,0,0
26169183,0,0,0
26169283,1,0,0
26169357,1,0,0
26169467,1,0,0
26169630,0,0,0
26169639,0,0,0
26170203,0,1,0
26170627,1,1,0
26171092,1,1,0
26171241,0,0,0
26171244,0,1,0
26171371,1,1,0
26171659,1,0,0
26171757,1,1,0
26172069,1,1,0
26172244,0,0,0
26172250,0,1,0
26172395,1,0,0
26172593,0,0,0
26172671,1,1,0
26172679,0,0,0
26172759,0,0,0
26173320,0,1,0
26173530,1,0,0
26173707,0,0,0
26175462,1,0,0
26175512,1,0,0
26175618,0,1,0
26175661,0,0,0
26175894,0,1,0
26176308,0,1,0
26176688,0,1,0
26176899,0,0,0
26177031,0,1,0
26177247,1,0,0
26177297,0,1,0
26177331,1,0,0
26177333,0,0,0
26177868,0,1,0
26178626,0,0,0
26179182,0,1,0
26179684,1,0,0
26179755,0,0,0
26179832,0,0,0
26180307,0,0,0
26180547,0,1,0
26180694,0,1,0
26180823,0,1,0
26180835,0,1,0
26180896,0,1,0
26181329,0,1,0
26181356,1,0,0
26181763,1,1,0
26182001,0,1,0
26182047,1,1,0
26182061,0,1,0
26182241,0,0,0
26182350,1,0,0
26182547,1,1,0
26182606,0,1,0
26183052,1,0,0
26183411,1,1,0
26183438,0,0,0
26183539,1,1,0
26183607,0,1,0
26183694,1,0,0
26183812,1,1,0
26183827,0,0,0
26184221,1,1,0
26184281,0,1,0
26184629,0,1,0
26185057,1,1,0
26185132,1,1,0
26185307,1,1,0
26185354,1,0,0
26185595,0,1,0
26185735,0,0,0
26186196,0,0,0
26186415,1,0,0
26186510,0,1,0
26186610,0,0,0
26186619,0,0,0
26187424,0,1,0
26187435,0,0,0
26187699,1,1,0
26187724,0,1,0
26187812,1,0,0
26187861,1,1,0
26187978,1,0,0
26188054,0,1,0
26188292,0,1,0
26188552,1,1,0
26188573,0,0,0
26188742,1,0,0
26188778,1,0,0
26188792,0,0,0
26188855,1,0,0
26188887,1,0,0
26189381,1,1,0
26189726,0,1,0
26190075,0,1,0
26190749,1,1,0
26191074,0,1,0
26191116,1,0,0
26191371,0,0,0
26191523,1,0,0
26191577,1,1,0
26191840,1,1,0
26191953,0,1,0
26192141,0,0,0
26192439,0,1,0
26192448,0,0,0
26193133,1,0,0
26193409,1,1,0
26193605,1,0,0
26193972,0,1,0
26194528,0,0,0
26195269,0,1,0
26195380,1,0,0
26195683,1,1,0
26195804,1,1,0
26195894,1,1,0
26196231,1,0,0
26196392,1,0,0
26196493,0,1,0
26196593,1,1,0
26196635,1,1,0
26196741,1,0,0
26196768,1,1,0
26196898,0,1,0
26197371,0,1,0
26197434,0,1,0
26197593,1,0,0
26197707,1,0,0
26197729,1,0,0
26197860,0,1,0
26198055,1,0,0
26198229,0,1,0
26198370,0,0,0
26198416,1,0,0
26198462,1,0,0
26198558,1,0,0
26198588,0,1,0
26198969,0,0,0
26199135,1,0,0
26199365,0,1,0
26199433,0,0,0
26199751,0,0,0
26199800,0,0,0
26200258,1,1,0
26200549,0,1,0
26200563,0,0,0
26200625,1,1,0
26200934,1,0,0
26200953,1,1,0
26200996,0,1,0
26201219,0,0,0
26201876,0,0,0
26202664,1,0,0
26202952,1,1,0
26203080,0,1,0
26203215,0,1,0
26203235,1,1,0
26203345,0,1,0
26203736,0,1,0
26204110,1,1,0
26204161,1,0,0
26204527,1,0,0
26204784,1,0,0
26204919,1,0,0
26205111,0,0,0
26205333,0,1,0
26205805,1,0,0
26206634,1,0,0
26206665,0,0,0
26206700,1,1,0
26206881,0,1,0
26207004,1,0,0
26207114,1,1,0
26207512,1,0,0
26209277,0,0,0
26209676,0,0,0
26209934,1,0,0
26209937,1,0,0
26209967,1,1,0
26210244,1,0,0
26210309,1,0,0
26210317,1,1,0
26210418,1,1,0
26210423,0,0,0
26210429,0,1,0
26210647,0,0,0
26211245,0,1,0
26211383,0,0,0
26211564,0,0,0
26211876,1,0,0
26211895,1,1,0
26212017,1,1,0
26212192,1,1,0
26212218,0,1,0
26212732,0,0,0
26212779,0,1,0
26213002,0,1,0
26213076,0,1,0
26213119,0,1,0
26213194,0,1,0
26214546,0,0,0
26215502,1,0,0
26215528,1,1,0
26215730,1,0,0
26215854,1,1,0
26215898,0,1,0
26215995,0,0,0
26216369,0,0,0
26216654,0,1,0
26217671,0,1,0
26217908,0,0,0
26217941,1,1,0
26218213,1,0,0
26219582,1,1,0
26219601,1,0,0
26219914,0,0,0
26219982,1,0,0
26221249,1,1,0
26221547,0,0,0
26221573,1,0,0
26221714,1,0,0
26222030,1,1,0
26223112,1,0,0
26223143,1,1,0
26223146,1,0,0
26223182,1,0,0
26223382,1,1,0
26223532,0,1,0
26224009,0,1,0
26224112,0,0,0
26224117,1,0,0
26224182,0,0,0
26224879,1,1,0
26224954,0,1,0
26225097,0,0,0
26225100,0,1,0
26225209,1,1,0
26226253,0,1,0
26227329,1,1,0
26227358,1,0,0
26227568,1,1,0
26228653,0,0,0
26228881,0,1,0
26228922,1,1,0
26229120,0,1,0
26229161,0,0,0
26229885,0,1,0
26229976,1,0,0
26242131,1,1,0
26242195,1,1,0
26242779,0,0,0
26242789,1,0,0
26243006,0,0,0
26243035,1,0,0
26243238,1,1,0
26247428,1,0,0
26250213,1,1,0
26250370,0,0,0
26250680,1,1,0
26250814,0,1,0
26250889,0,0,0
26250929,0,0,0
26251176,0,0,0
26251586,0,1,0
26252027,1,1,0
26252115,1,0,0
26252152,1,0,0
26253056,0,1,0
26253221,1,0,0
26253232,0,1,0
26253574,1,1,0
26253989,1,0,1
26254873,1,1,0
26255903,1,0,1
26256348,1,0,0
26256416,0,0,0
26258882,1,0,1
26259429,1,0,1
26260026,1,0,0
26260467,1,1,0
26262563,0,0,0
26262568,1,0,0
26267702,1,1,0
26272818,1,0,0
26273575,1,0,0
26274386,1,0,0
26274847,0,0,0
26275351,1,0,0
26276577,0,0,0
26278192,1,0,0
26278339,1,0,0
26279567,1,0,0
26283740,1,1,0
26284477,0,0,0
26286238,1,0,0
26286787,0,0,0
26287128,0,1,0
26287989,0,0,0
26288097,1,0,0
26288259,1,0,0
26290347,1,1,0
26290538,0,0,0
26291301,0,0,0
26293837,0,0,0
26295301,1,0,0
26297292,0,0,0
26297879,0,0,0
26299448,1,0,0
26300993,1,0,0
26301572,0,0,0
26301717,0,0,0
26301982,0,0,0
26303436,0,1,0
26310662,0,0,0
26312420,1,0,0
26313701,0,0,0
26314147,1,1,0
26315299,0,0,0
26319092,0,1,0
26319733,1,0,0
26320189,0,0,0
26321369,0,0,0
26323370,0,0,0
26324539,0,0,0
26326187,0,1,0
26328958,1,0,0
26332789,0,1,0
26332931,0,1,0
26333783,0,1,0
26334927,1,1,0
26338099,0,1,0
26338318,0,0,0
26339447,0,0,0
26341409,0,1,0
26347149,0,1,0
26348076,1,0,0
26349182,1,0,0
26350557,0,0,0
26350730,0,1,0
26351823,0,1,0
26353734,0,0,0
26356388,1,0,0
26363858,0,0,0
26364860,1,0,0
26366703,1,0,0
26367125,1,0,0
26368906,0,0,0
26369285,0,0,0
26370930,1,0,0
26371601,0,0,0
26373638,1,0,0
26374286,1,1,0
26375050,1,0,0
26376701,1,1,0
26380336,1,1,0
26380358,1,0,0
26380539,0,0,0
26380965,1,0,0
26381440,1,1,0
26381614,0,1,0
26383059,1,1,0
26383086,0,0,0
26383510,1,0,0
26383534,1,0,0
26384317,0,1,0
26384409,1,1,0
26384647,0,0,0
26384769,1,0,0
26385178,1,1,0
26385574,0,0,0
26385610,0,0,0
26385815,0,1,0
26385838,0,1,0
26385865,0,1,0
26385894,0,1,0
26385967,1,1,0
26386137,1,0,0
26386324,0,0,0
26386793,0,0,0
26387104,1,1,0
26387125,1,0,0
26387181,1,0,0
26387223,1,0,0
26387266,1,0,0
26387338,1,0,0
26387484,1,0,0
26387521,0,0,0
26387535,1,1,0
26388484,1,0,0
26388714,1,1,0
26388809,1,1,0
26388943,0,1,0
26388986,0,1,0
26389322,0,0,0
26389479,0,1,0
26390119,0,1,0
26390208,0,1,0
26390214,0,1,0
26390225,0,1,0
26390268,0,1,0
26390452,1,0,0
26390496,0,0,0
26390525,0,1,0
26391383,0,0,0
26391421,0,1,0
26391681,0,0,0
26391771,0,0,0
26392005,0,0,0
26392106,1,0,0
26392110,1,0,0
26392129,1,0,0
26392591,0,0,0
26392822,1,0,0
26392828,0,0,0
26392955,1,0,0
26393140,0,1,0
26393407,0,1,0
26393425,1,0,0
